,LOCATION,Measure,Period,Value
314,JPN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,5315620.6
315,KOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2000,871475.5
316,KOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2001,934349.3
317,KOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2002,1019446.7
318,KOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2003,1058222.9
319,KOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2004,1143105.7
320,KOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,1213618.2
321,KOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,1302228.0
322,KOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,1414986.0
323,KOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,1468996.2
324,KOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,1454994.5
325,KOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,1572680.4
326,KOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,1625275.5
327,KOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,1684562.8
328,KOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,1726902.9
329,KOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,1792600.4
330,KOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,1933588.9
331,KOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,2026967.8
332,KOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,2103651.4
333,KOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,2220442.3
334,KOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,2225803.8
335,KOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,2344337.7
336,LUX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2000,24047.7
337,LUX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2001,24780.7
338,LUX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2002,26135.0
339,LUX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2003,27186.6
340,LUX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2004,29635.3
341,LUX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,31997.2
342,LUX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,37280.9
343,LUX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,40852.2
344,LUX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,44452.8
345,LUX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,43245.3
346,LUX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,45809.2
347,LUX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,48970.8
348,LUX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,51308.7
349,LUX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,54838.6
350,LUX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,58578.3
351,LUX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,61437.5
352,LUX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,65980.1
353,LUX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,68570.2
354,LUX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,71109.2
355,LUX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,72752.1
356,LUX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,74292.5
357,MEX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2000,1096748.8
358,MEX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2001,1116922.4
359,MEX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2002,1137596.0
360,MEX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2003,1184225.3
361,MEX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2004,1263689.1
362,MEX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,1341775.5
363,MEX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,1485717.9
364,MEX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,1560834.8
365,MEX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,1653898.2
366,MEX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,1636084.6
367,MEX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,1740490.3
368,MEX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,1911319.1
369,MEX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,2012767.8
370,MEX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,2064490.9
371,MEX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,2173227.4
372,MEX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,2230188.9
373,MEX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,2383253.1
374,MEX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,2460766.1
375,MEX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,2535949.7
376,MEX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,2533977.0
377,MEX,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,2407279.1
378,NLD,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2000,507559.1
379,NLD,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2001,532415.0
380,NLD,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2002,556285.5
381,NLD,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2003,554088.0
382,NLD,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2004,583047.0
383,NLD,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,614044.1
384,NLD,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,670415.6
385,NLD,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,719798.0
386,NLD,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,763407.6
387,NLD,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,736543.4
388,NLD,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,748422.2
389,NLD,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,777880.9
390,NLD,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,792041.8
391,NLD,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,827475.8
392,NLD,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,830318.4
393,NLD,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,851884.7
394,NLD,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,890488.6
395,NLD,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,943739.6
396,NLD,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,996447.3
397,NLD,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,1023422.0
398,NLD,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,1033704.4
399,NZL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2000,81959.5
400,NZL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2001,85713.9
401,NZL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2002,91007.8
402,NZL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2003,94565.6
403,NZL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2004,101531.6
404,NZL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,104759.6
405,NZL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,114096.4
406,NZL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,121760.2
407,NZL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,127087.2
408,NZL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,130350.7
409,NZL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,134630.4
410,NZL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,142009.5
411,NZL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,144370.7
412,NZL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,157733.2
413,NZL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,167208.3
414,NZL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,170283.9
415,NZL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,185023.3
416,NZL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,200153.2
417,NZL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,205849.5
418,NZL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,224123.9
419,NZL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,225487.4
420,NOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2000,165880.7
421,NOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2001,170458.6
422,NOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2002,172360.9
423,NOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2003,176174.8
424,NOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2004,195385.5
425,NOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,220981.9
426,NOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,252424.4
427,NOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,263385.5
428,NOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,294277.9
429,NOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,267338.6
430,NOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,283183.8
431,NOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,307471.6
432,NOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,327987.7
433,NOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,340137.9
434,NOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,338506.0
435,NOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,313230.6
436,NOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,308522.1
437,NOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,337993.8
438,NOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,370816.0
439,NOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,357235.0
440,NOR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,336996.4
441,POL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2000,408301.0
442,POL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2001,425307.8
443,POL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2002,451281.3
444,POL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2003,469475.5
445,POL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2004,509873.4
446,POL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,530377.6
447,POL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,577929.6
448,POL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,640533.5
449,POL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,697829.1
450,POL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,734034.0
451,POL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,801657.6
452,POL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,868896.9
453,POL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,903836.8
454,POL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,934552.9
455,POL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,968368.2
456,POL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,1020392.8
457,POL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,1075392.6
458,POL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,1141693.8
459,POL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,1213408.8
460,POL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,1283148.3
461,POL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,1299445.0
462,PRT,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2000,194239.0
463,PRT,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2001,202331.1
464,PRT,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2002,212108.9
465,PRT,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2003,218077.8
466,PRT,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2004,225170.6
467,PRT,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,238691.2
468,PRT,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,259718.7
469,PRT,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,271303.2
470,PRT,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,281542.5
471,PRT,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,279624.2
472,PRT,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,288243.3
473,PRT,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,282620.9
474,PRT,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,277991.8
475,PRT,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,292135.2
476,PRT,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,298951.7
477,PRT,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,307230.0
478,PRT,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,326364.4
479,PRT,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,340370.3
480,PRT,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,359198.9
481,PRT,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,372075.7
482,PRT,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,351924.2
483,SVK,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2000,61305.1
484,SVK,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2001,66622.5
485,SVK,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2002,71578.6
486,SVK,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2003,76200.4
487,SVK,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2004,81800.1
488,SVK,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,89400.3
489,SVK,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,101626.2
490,SVK,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,114062.3
491,SVK,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,127626.8
492,SVK,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,124321.4
493,SVK,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,136415.3
494,SVK,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,141145.6
495,SVK,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,145400.9
496,SVK,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,151117.3
497,SVK,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,156759.1
498,SVK,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,162523.5
499,SVK,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,161000.0
500,SVK,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,163511.6
501,SVK,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,170018.8
502,SVK,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,174350.4
503,SVK,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,171169.4
504,ESP,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2000,875627.2
505,ESP,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2001,937483.1
506,ESP,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2002,1009753.3
507,ESP,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2003,1056636.9
508,ESP,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2004,1122134.2
509,ESP,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,1205129.0
510,ESP,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,1363895.3
511,ESP,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,1468493.3
512,ESP,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,1528583.8
513,ESP,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,1487897.4
514,ESP,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,1475681.9
515,ESP,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,1489595.0
516,ESP,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,1483646.9
517,ESP,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,1512074.4
518,ESP,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,1558307.0
519,ESP,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,1621069.8
520,ESP,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,1733213.6
521,ESP,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,1841779.7
522,ESP,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,1904500.4
523,ESP,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,1965293.1
524,ESP,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,1788269.5
525,SWE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2000,262776.6
526,SWE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2001,266234.7
527,SWE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2002,276017.8
528,SWE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2003,285004.8
529,SWE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2004,304508.5
530,SWE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,309212.9
531,SWE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,342608.9
532,SWE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,374204.0
533,SWE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,388684.2
534,SWE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,374539.2
535,SWE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,395981.2
536,SWE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,421516.0
537,SWE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,432488.3
538,SWE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,444616.5
539,SWE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,457507.8
540,SWE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,481170.7
541,SWE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,500423.7
542,SWE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,522476.8
543,SWE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,544594.1
544,SWE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,561214.7
545,SWE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,570111.1
546,CHE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2000,264184.3
547,CHE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2001,273987.6
548,CHE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2002,282753.1
549,CHE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2003,285053.3
550,CHE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2004,298070.9
551,CHE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,310493.7
552,CHE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,348024.9
553,CHE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,386678.3
554,CHE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,413714.8
555,CHE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,413164.5
556,CHE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,429262.3
557,CHE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,458820.1
558,CHE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,479280.8
559,CHE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,503360.4
560,CHE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,524917.0
561,CHE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,546805.5
562,CHE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,570267.3
563,CHE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,584052.3
564,CHE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,610138.7
565,CHE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,617711.3
566,CHE,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,619632.5
567,TUR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2000,608934.1
568,TUR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2001,595719.8
569,TUR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2002,612446.6
570,TUR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2003,641061.8
571,TUR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2004,735764.9
572,TUR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,815102.4
573,TUR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,945298.1
574,TUR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,1042763.5
575,TUR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,1139548.4
576,TUR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,1112470.6
577,TUR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,1268773.8
578,TUR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,1454111.9
579,TUR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,1550688.5
580,TUR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,1703669.6
581,TUR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,1860470.9
582,TUR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,2022397.8
583,TUR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,2116398.3
584,TUR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,2264269.3
585,TUR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,2302309.9
586,TUR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,2241542.8
587,TUR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,2297010.0
588,GBR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2000,1559014.2
589,GBR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2001,1643949.9
590,GBR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2002,1725433.3
591,GBR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2003,1810619.1
592,GBR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2004,1923116.4
593,GBR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,1977979.6
594,GBR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,2120242.8
595,GBR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,2188925.0
596,GBR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,2278426.9
597,GBR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,2192899.4
598,GBR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,2295779.3
599,GBR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,2364569.3
600,GBR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,2453352.3
601,GBR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,2579158.9
602,GBR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,2686204.4
603,GBR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,2794323.9
604,GBR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,2928594.4
605,GBR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,3063307.2
606,GBR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,3161748.3
607,GBR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,3277751.0
608,GBR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,3124357.0
609,USA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2000,10250952.0
610,USA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2001,10581929.0
611,USA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2002,10929108.3
612,USA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2003,11456449.5
613,USA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2004,12217195.8
614,USA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,13039197.0
615,USA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,13815583.0
616,USA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,14474227.0
617,USA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,14769861.5
618,USA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,14478066.8
619,USA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,15048970.0
620,USA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,15599731.8
621,USA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,16253970.0
622,USA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,16843195.8
623,USA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,17550687.8
624,USA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,18206023.5
625,USA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,18695105.8
626,USA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,19479622.5
627,USA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,20527158.8
628,USA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,21372582.3
